recording_id,duration,conversation_detected,conversation_confidence,caller_has_speech,receiver_has_speech,caller_speech_duration,receiver_speech_duration,turn_switches,snr_db,is_mono
fedb195a4469f729108bb5d96272195j,15.97975,False,0.4371069182389937,False,True,5.366250000000001,4.674375,3,102.46448516845703,False
7eb797d7d62843bc3fbeb31364a4195l,21.24,True,1.0,True,True,5.433749999999996,4.21875,7,102.9233169555664,False
c2565fe8414a897b49d801477d2d195f,75.66,True,0.7998154023651572,True,True,58.505625,11.59312500000001,15,104.81654357910156,False
13f490a4fce463cccdfcf639ee2f195o,94.96,True,0.972794057377049,True,True,49.410000000000025,41.158125000000005,23,108.60218048095703,False
26c3b307c35019164e2dca0985b0195c,4.24,False,0.2,True,False,4.15125,1.0293750000000002,1,82.84510803222656,False
6b288969f7bde0883201cb49ff7f195q,76.65975,False,0.4342665615141956,False,True,8.150625,37.445624999999986,16,103.27993774414062,False
cb1aa924e561b2b5a8d935d4af40195m,60.21975,True,1.0,True,True,20.08124999999999,31.252500000000012,12,104.8948974609375,False
45fcd6352505b5334f1cc61f6c44195d,39.1,True,1.0,True,True,17.78625,9.196875000000002,10,101.11239624023438,False
c735db4d5443567cbc532b0742dd195j,7.24,True,0.8589098238950278,True,True,0.6749999999999998,0.4387500000000002,2,100.80244445800781,False
c357b0d63f3cecd9314213c78187195p,45.33975,True,1.0,True,True,25.90312499999999,9.568125,11,97.75383758544922,False
f8b4c8ef36d0f66c87e7e3dd7862195e,9.86,False,0.2,False,True,0,1.3162500000000037,0,94.16851043701172,False
a84574c523d85eac81154a8eaca4195e,16.91975,True,1.0,True,True,7.998750000000002,4.033125,6,106.63067626953125,False
9ea620fad819b221ea9c8083d143195q,5.15975,False,0.2,False,True,0,1.0631250000000003,0,101.76154327392578,False
078cc90f83f4dfe539a6a749a748195n,7.88,True,0.9795115511551153,True,True,5.113125,4.691250000000001,4,105.70893096923828,False
006aed6db83c9e609ac16ffcfbb1195m,48.61975,True,1.0,True,True,20.604374999999997,19.153124999999996,17,103.74784851074219,False
3b374bfc1846de931e67906de3f4195g,53.69975,True,1.0,True,True,17.634375000000013,13.162500000000007,19,107.04400634765625,False
13b7d0949881f0810b30b6b5a955195j,10.68,False,0.2,False,True,0,0.4556250000000013,0,95.61351013183594,False
5f69ebca24b51ad65b83eb866294195n,8.73975,False,0.55,True,True,0.48937499999999945,6.952500000000001,1,103.08533477783203,False
73353455f5c3c79ca7be09896427195h,90.039875,True,1.0,True,True,30.66187499999998,20.621250000000003,25,101.26223754882812,False
6d1654cb94db986a94f4924bf3d3195k,10.19975,True,0.8455222812478634,True,True,3.8475000000000024,0.8606249999999998,3,101.49972534179688,False
fa92e4c475e0ab548c5109b5422f195q,16.05975,True,0.7743630573248408,True,True,10.597500000000002,2.581874999999999,4,101.42018127441406,False
8ddfaec4afbb552ceea1098d5475195f,4.27975,False,0.55,True,True,3.1893749999999996,0.8943750000000001,1,105.26046752929688,False
57391bf1c2b18c77d1820ac47380195g,42.5,True,1.0,True,True,11.424375000000008,13.2975,11,98.87586975097656,False
d571eaae3fa0ccdd0343f63fa130195o,9.81975,False,0.2,False,True,0,0.421875,0,89.71497344970703,False
4e36a03849752338211537bbeafe195e,10.15975,False,0.6676113856031414,True,True,3.560625,0.8943750000000001,1,95.0208740234375,False
b0f9e932c37e5361d807517eb250195f,14.82,True,0.7322187680740315,True,True,0.6075000000000017,1.890000000000001,2,91.24340057373047,False
4da7187076c4948781d6f8a38b97195e,617.94,True,1.0,True,True,267.4518750000002,316.8956249999995,125,101.41136169433594,False
7cf61ae1dade5f3912cd9d08ef4e195q,471.07975,True,1.0,True,True,280.4118749999999,111.2568749999998,124,102.47084045410156,False
3b0f2d6f1ef70da385a52a9a7544195q,20.37975,False,0.5491534391534392,False,True,3.9487500000000004,4.100624999999999,7,97.79901123046875,False
b1f02adbed7c1f9b335c1b25bb9f195n,5.98,False,0.7086292613636365,True,True,0.3712500000000001,0.2868750000000002,1,102.57206726074219,False
7736f94ce6d09262800bf65da930195q,7.14475,False,0.4536150767514961,True,True,0.4556249999999995,1.333124999999999,1,102.40559387207031,False
d93419812fd1a110a96910c405c4195i,10.13975,False,0.2,False,True,0,0.5737500000000004,0,94.02558135986328,False
3686459a63c7273f48059a2a3c1a195e,6.86,False,0.6325,True,True,3.0375,1.6031249999999986,1,100.36784362792969,False
25b82b332dabbddc349f9c270d90195m,11.0,False,0.2,False,True,0,1.3162500000000008,0,94.46204376220703,False
e633f85fd3c6db75646eba13dd6f195g,3.83975,False,0.2,True,False,2.7,0,0,104.69120025634766,False
f4ab5247286cd1e3e1cb93c00f5a195g,19.35975,True,1.0,True,True,3.577499999999997,3.442500000000001,6,92.27759552001953,False
8be2007426e5f44006613acb3655195p,70.58,True,0.944347236016145,True,True,6.935625000000014,14.647499999999983,11,101.57364654541016,False
1b9560768ad6ef0be65c17fa6109195q,148.52,True,0.7963548120611317,True,True,122.56312500000004,26.17312499999999,24,106.31846618652344,False
